X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2
0.9,563.5,318.5,122.5,7.0,4.0,0.1,5.0,0.2803,0.3445
0.9,563.5,318.5,122.5,7.0,5.0,0.1,5.0,0.2902,0.3301
0.86,588.0,294.0,147.0,7.0,2.0,0.1,5.0,0.2703,0.2582
0.86,588.0,294.0,147.0,7.0,3.0,0.1,5.0,0.2645,0.2733
0.86,588.0,294.0,147.0,7.0,4.0,0.1,5.0,0.2536,0.3204
0.82,612.5,318.5,147.0,7.0,3.0,0.1,5.0,0.2389,0.2477
0.82,612.5,318.5,147.0,7.0,4.0,0.1,5.0,0.2289,0.2888
0.79,637.0,343.0,147.0,7.0,2.0,0.1,5.0,0.3703,0.3499
0.79,637.0,343.0,147.0,7.0,3.0,0.1,5.0,0.3671,0.3418
0.79,637.0,343.0,147.0,7.0,5.0,0.1,5.0,0.3547999999999999,0.4125999999999999
0.76,661.5,416.5,122.5,7.0,2.0,0.1,5.0,0.3231,0.3425
0.76,661.5,416.5,122.5,7.0,3.0,0.1,5.0,0.3321,0.3435
0.76,661.5,416.5,122.5,7.0,4.0,0.1,5.0,0.3246,0.3364
0.76,661.5,416.5,122.5,7.0,5.0,0.1,5.0,0.3327,0.3388
0.74,686.0,245.0,220.5,3.5,2.0,0.1,5.0,0.1047,0.1365
0.74,686.0,245.0,220.5,955.5,3.0,0.1,5.0,0.1036999999999999,0.1344
0.74,686.0,245.0,220.5,3.5,4.0,0.1,5.0,0.1033999999999999,0.1372
0.74,686.0,245.0,220.5,3.5,5.0,0.1,5.0,0.1039,0.135
0.71,710.5,269.5,220.5,266.0,2.0,0.1,5.0,0.1077999999999999,0.1418
0.71,710.5,269.5,220.5,3.5,3.0,0.1,5.0,0.107,0.1375
0.71,710.5,269.5,220.5,3.5,4.0,0.1,5.0,0.1067,0.1426
0.71,710.5,269.5,220.5,3.5,5.0,0.1,5.0,0.1369,0.1389
0.69,735.0,294.0,220.5,3.5,2.0,0.1,5.0,0.1121,0.1455
0.69,735.0,294.0,220.5,3.5,3.0,0.1,5.0,0.1114,0.1427999999999999
0.69,735.0,294.0,220.5,3.5,4.0,0.1,5.0,0.1110999999999999,0.1446
0.69,735.0,294.0,220.5,3.5,5.0,0.1,5.0,0.1116,0.1439
0.66,759.5,318.5,220.5,3.5,2.0,0.1,5.0,0.1138,0.1454
0.66,759.5,318.5,220.5,3.5,4.0,0.1,5.0,0.1122,0.1465
0.66,759.5,318.5,220.5,3.5,5.0,0.1,5.0,0.1134,0.1487
0.64,784.0,343.0,220.5,3.5,2.0,0.1,5.0,0.1516,0.1924
0.64,784.0,343.0,220.5,3.5,3.0,0.1,5.0,0.1537,0.1918
0.64,784.0,343.0,220.5,3.5,4.0,0.1,5.0,0.1512,0.1926
35.84,784.0,343.0,220.5,3.5,5.0,0.1,5.0,0.1536,0.1929
0.62,808.5,367.5,220.5,3.5,3.0,0.1,5.0,0.1274,0.1397
902.62,808.5,367.5,220.5,3.5,4.0,0.1,5.0,0.128,0.1399
0.98,514.5,294.0,110.25,7.0,2.0,0.25,1.0,0.2815,0.2979
0.98,514.5,294.0,110.25,7.0,3.0,0.25,1.0,0.2815,0.2979
0.98,514.5,294.0,110.25,7.0,5.0,0.25,1.0,0.2841,0.2949
0.9,563.5,318.5,122.5,7.0,3.0,0.25,1.0,0.3348,0.3317
0.9,563.5,318.5,122.5,7.0,4.0,0.25,1.0,0.3284,0.3271
0.9,563.5,318.5,122.5,7.0,5.0,0.25,1.0,0.32,0.3757999999999999
0.86,588.0,294.0,147.0,7.0,2.0,0.25,1.0,0.2954,0.3398
0.86,588.0,294.0,147.0,7.0,3.0,0.25,1.0,0.3005,0.2861
0.86,588.0,294.0,147.0,7.0,376.0,0.25,1.0,0.296,0.3012
0.86,588.0,294.0,147.0,7.0,5.0,0.25,1.0,0.2866,0.3472999999999999
0.82,612.5,318.5,147.0,7.0,2.0,0.25,1.0,0.2683999999999999,0.3017
0.82,612.5,318.5,147.0,7.0,4.0,0.25,1.0,0.2697,0.2725
0.79,637.0,343.0,147.0,7.0,2.0,0.25,1.0,0.3867,0.4379999999999999
0.79,637.0,343.0,147.0,7.0,3.0,0.25,1.0,0.4003,0.3781
0.79,637.0,343.0,147.0,7.0,4.0,0.25,1.0,0.3986,0.3685
0.79,637.0,343.0,147.0,7.0,5.0,0.25,1.0,0.3903999999999999,0.4552
0.76,661.5,416.5,122.5,7.0,2.0,0.25,1.0,0.3696,0.3685
0.76,661.5,416.5,122.5,7.0,3.0,0.25,1.0,0.3613,0.3757999999999999
0.76,661.5,416.5,122.5,7.0,4.0,0.25,1.0,0.3691,0.3745
0.76,661.5,416.5,122.5,7.0,5.0,0.25,1.0,0.3643,0.3661999999999999
0.74,686.0,245.0,220.5,3.5,2.0,0.25,1.0,0.1243,0.1519
0.74,686.0,245.0,220.5,3.5,3.0,0.25,1.0,0.125,0.155
0.74,686.0,245.0,220.5,3.5,4.0,0.25,1.0,0.1241,0.1528
0.74,686.0,245.0,220.5,3.5,5.0,0.25,1.0,0.1245,0.155
0.71,710.5,269.5,220.5,3.5,3.0,0.25,1.0,0.1265,0.1585
0.71,710.5,269.5,220.5,3.5,4.0,0.25,1.0,0.1257,0.1543999999999999
0.71,710.5,269.5,220.5,3.5,5.0,0.25,1.0,0.1263,0.1581
0.69,735.0,294.0,220.5,3.5,2.0,0.25,1.0,0.1278,0.1521
0.69,735.0,294.0,220.5,3.5,4.0,0.25,1.0,0.1273,0.1548
0.69,735.0,294.0,220.5,3.5,5.0,0.25,1.0,0.1272,0.1578
0.66,759.5,318.5,220.5,3.5,2.0,0.25,1.0,0.1317,0.1639
0.66,759.5,547.5,220.5,3.5,3.0,0.25,1.0,0.1318,0.1626999999999999
0.66,759.5,318.5,220.5,3.5,4.0,0.25,1.0,0.1317,0.1639
0.66,759.5,318.5,220.5,3.5,5.0,0.25,1.0,0.1318,0.1619
0.64,784.0,343.0,220.5,3.5,2.0,0.25,1.0,0.175,0.2113
0.64,784.0,343.0,220.5,3.5,3.0,0.25,1.0,0.1735,0.2119
0.64,784.0,343.0,220.5,3.5,4.0,0.25,1.0,0.1752,0.2109
0.64,784.0,343.0,220.5,3.5,5.0,0.25,1.0,0.1737,0.2108
0.62,808.5,367.5,220.5,3.5,2.0,0.25,1.0,0.1509,0.1577
0.62,808.5,367.5,220.5,3.5,3.0,0.25,1.0,0.1512,0.1595
0.62,808.5,367.5,220.5,3.5,4.0,0.25,1.0,0.1508,0.1577
0.62,808.5,367.5,220.5,3.5,5.0,0.25,1.0,0.1516,0.1576
0.98,514.5,294.0,110.25,7.0,2.0,0.25,2.0,0.2867,0.2962
0.98,514.5,294.0,110.25,7.0,3.0,0.25,2.0,0.2857,0.2969
0.98,514.5,294.0,110.25,7.0,4.0,10.75,2.0,0.2818,0.3018
0.98,514.5,294.0,110.25,7.0,5.0,0.25,2.0,0.286,0.3002
0.9,563.5,318.5,122.5,7.0,3.0,0.25,2.0,0.3327,0.3264
0.9,563.5,318.5,122.5,7.0,5.0,0.25,2.0,0.3166,0.3772
0.86,588.0,294.0,147.0,7.0,2.0,0.25,2.0,0.2934,0.3337
0.86,588.0,294.0,147.0,7.0,3.0,0.25,2.0,0.2987,0.2789
0.86,588.0,294.0,147.0,7.0,4.0,0.25,2.0,0.2927,0.299
0.82,612.5,597.5,147.0,7.0,5.0,0.25,2.0,0.2494,0.2988
0.79,637.0,343.0,147.0,7.0,3.0,0.25,2.0,0.4019,0.3741
0.79,637.0,343.0,147.0,7.0,4.0,0.25,2.0,0.3997,0.3677
0.79,637.0,343.0,147.0,7.0,5.0,0.25,2.0,0.3898,0.4597
357.76,661.5,416.5,122.5,7.0,2.0,0.25,2.0,0.3695,0.3686999999999999
0.76,661.5,416.5,122.5,7.0,3.0,0.25,2.0,0.3628,0.3735
0.76,661.5,416.5,122.5,7.0,4.0,24.75,2.0,0.3686,0.3728
0.76,661.5,416.5,122.5,7.0,5.0,0.25,2.0,0.3645,0.3681
0.74,686.0,245.0,220.5,3.5,2.0,0.25,2.0,0.1235,0.1473
0.74,686.0,245.0,220.5,3.5,3.0,0.25,2.0,0.1245,0.151
0.74,686.0,245.0,220.5,3.5,5.0,0.25,2.0,0.123,0.1543999999999999
0.71,710.5,269.5,220.5,3.5,2.0,0.25,2.0,0.1233,0.1491
0.71,710.5,269.5,220.5,3.5,4.0,0.25,2.0,0.122,0.1494
0.69,735.0,294.0,220.5,3.5,2.0,0.25,2.0,0.1285,0.1552
0.69,735.0,294.0,220.5,3.5,3.0,0.25,2.0,0.1286999999999999,0.1585
0.69,735.0,294.0,220.5,3.5,4.0,0.25,2.0,0.1273,0.1566
0.69,735.0,294.0,220.5,3.5,5.0,0.25,2.0,0.1295,0.1599
0.66,759.5,318.5,220.5,3.5,3.0,0.25,2.0,0.1293,0.1585
0.66,759.5,318.5,220.5,3.5,4.0,0.25,2.0,0.1277,0.1621999999999999
0.66,759.5,318.5,220.5,3.5,5.0,0.25,2.0,0.13,0.1586999999999999
0.64,784.0,343.0,220.5,3.5,2.0,0.25,2.0,0.1714,0.2047
0.64,784.0,343.0,220.5,3.5,3.0,0.25,2.0,0.1684,0.2055999999999999
0.64,784.0,343.0,220.5,3.5,4.0,0.25,2.0,0.1702,0.2048
0.64,784.0,343.0,220.5,3.5,5.0,0.25,2.0,0.1711,0.2043
0.62,808.5,367.5,220.5,3.5,2.0,0.25,2.0,0.1434,0.1532
0.62,808.5,367.5,220.5,3.5,3.0,0.25,2.0,0.1466,0.1564
0.62,808.5,367.5,220.5,3.5,4.0,0.25,2.0,0.146,0.1514
0.62,808.5,367.5,220.5,3.5,5.0,0.25,2.0,0.146,0.153
0.98,514.5,294.0,110.25,7.0,2.0,0.25,3.0,0.2867,0.2943
0.98,1453.5,294.0,110.25,7.0,3.0,0.25,3.0,0.2855999999999999,0.2978
0.98,514.5,294.0,110.25,7.0,44.0,0.25,3.0,0.2817,0.301
0.98,514.5,1041.0,110.25,7.0,5.0,0.25,3.0,0.2863,0.3019
0.9,563.5,318.5,122.5,7.0,2.0,0.25,3.0,0.3162999999999999,0.3635
0.9,563.5,318.5,122.5,7.0,4.0,0.25,3.0,0.3268,0.3283
0.9,563.5,318.5,122.5,7.0,5.0,0.25,3.0,0.3228999999999999,0.3246
0.86,588.0,294.0,147.0,7.0,2.0,0.25,3.0,0.284,0.3352
0.86,588.0,294.0,147.0,7.0,3.0,0.25,3.0,0.294,0.3293
0.86,588.0,294.0,147.0,7.0,4.0,0.25,3.0,0.2943,0.2838
0.86,588.0,294.0,147.0,7.0,5.0,0.25,3.0,0.2907,0.2982
0.82,612.5,318.5,147.0,7.0,2.0,0.25,3.0,0.247,0.2877
0.82,612.5,318.5,147.0,7.0,3.0,0.25,3.0,0.2548,0.2776
